name,slug,category,metros,doordash_slug,ubereats_slug
"TWO urban licks",twourbanlicks,restaurant,atlanta,,
"9 Mile Station",9milestation,restaurant,atlanta,,
"Sugar Factory American Brasserie",sugar-factory-american-brasserie,restaurant,atlanta,,
"Hungry AF Downtown",hungryafdowntown,restaurant,atlanta,,
"Marcel",marcel,restaurant,atlanta,,
"Ladybird Grove & Mess Hall",ladybirdgrovemesshall,restaurant,atlanta,,
"The Sun Dial Restaurant, Bar & View",thesundialrestaurantbarview,restaurant,atlanta,,
"Canoe",canoe,restaurant,atlanta,,
"South City Kitchen Midtown",southcitykitchenmidtown,restaurant,atlanta,,
"The Consulate Restaurant",theconsulaterestaurant,restaurant,atlanta,,
"5Church Midtown",5churchmidtown,restaurant,atlanta,,
"Crescent City Kitchen",crescentcitykitchen,restaurant,atlanta,,
"Wagyu House Atlanta",wagyuhouseatlanta,restaurant,atlanta,,
"Ecco Midtown",eccomidtown,restaurant,atlanta,,
"Yebo Beach Haus",yebobeachhaus,restaurant,atlanta,,
"Delbar - Inman Park",delbar-inmanpark,restaurant,atlanta,,
"Yeppa & Co. - Beltline",yeppaco-beltline,restaurant,atlanta,,
"Barcelona Wine Bar",barcelonawinebar,restaurant,atlanta,,
"Eclipse di Luna - Beltline",eclipsediluna-beltline,restaurant,atlanta,,
"Kitty Dare",kittydare,restaurant,atlanta,,
"BeetleCat",beetlecat,restaurant,atlanta,,
"a mano",amano,restaurant,atlanta,,
"BoccaLupo",boccalupo,restaurant,atlanta,,
"Sotto Sotto Restaurant",sottosottorestaurant,restaurant,atlanta,,
"The Iberian Pig",theiberianpig,restaurant,atlanta,,
"Kimball House",kimballhouse,restaurant,atlanta,,
"Louisiana Bistreaux Seafood Kitchen Decatur",louisianabistreauxseafoodkitchendecatur,seafood,atlanta,,
"The Deer and The Dove",thedeerandthedove,restaurant,atlanta,,
"The White Bull",thewhitebull,restaurant,atlanta,,
"no. 246",no246,restaurant,atlanta,,
"Ela",ela,restaurant,atlanta,,
"La Tavola Trattoria",latavolatrattoria,italian,atlanta,,
"Yeppa & Co. - Buckhead",yeppaco-buckhead,restaurant,atlanta,,
"Argosy",argosy,restaurant,atlanta,,
"Bread & Butterfly",breadbutterfly,bakery,atlanta,,
"Wisteria",wisteria,restaurant,atlanta,,
"Folk Art Restaurant Inman Park",folkartrestaurantinmanpark,restaurant,atlanta,,
"Wheelhouse Craft Pub and Kitchen",wheelhousecraftpubandkitchen,restaurant,atlanta,,
"DESI TADKA INDIAN RESTAURANT - DECATUR",desitadkaindianrestaurant-decatur,indian,atlanta,,
"Raging Burrito",ragingburrito,mexican,atlanta,,
"Truva - Virginia Highland",truva-virginiahighland,restaurant,atlanta,,
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,atlanta,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,atlanta,,
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,atlanta,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,atlanta,,
"Sweenz Kitchen - Restaurant in GA",sweenzkitchen-restaurantinga,restaurant,atlanta,,
"Home - Cafe in the City",home-cafeinthecity,cafe,atlanta,,
"Accessibility Review - Restaurant in Atlanta, GA",accessibilityreview-restaurantinatlantag,restaurant,atlanta,,
"Petite Violette - French Restaurant in Atlanta, GA",petiteviolette-frenchrestaurantinatlanta,restaurant,atlanta,,
"Clover Production Test Company - Restaurant in Atlanta, GA",cloverproductiontestcompany-restaurantin,restaurant,atlanta,,
"Mr. Everything - Atlanta, GA 30314 (Menu & Order Online)",mreverything-atlantaga30314menuorderonli,restaurant,atlanta,,
"Olo - Restaurant Technology & Digital Ordering Platform",olo-restauranttechnologydigitalorderingp,restaurant,atlanta,,
"Private Dining Accolades Atlanta Magazine​: Best of Atlanta",privatediningaccoladesatlantamagazinebes,restaurant,atlanta,,
"Dat Fire Jerk",datfirejerk,caribbean,atlanta,,
"Memphis Best BBQ and Wings",memphisbestbbqandwings,bbq,atlanta,,
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,austin,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,austin,,
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,austin,,
"Bamboo Bistro - Austin, TX 78745 (Menu & Order Online)",bamboobistro-austintx78745menuorderonlin,restaurant,austin,,
"Home - C Spot",home-cspot,restaurant,austin,,
"Nagoya Steak & Sushi - Austin, TX 78750 (Menu & Order ...",nagoyasteaksushi-austintx78750menuorder,japanese,austin,,
"The Best Online Ordering System for Restaurants in 2024",thebestonlineorderingsystemforrestaurant,restaurant,austin,,
"Direct Online Ordering System Advantages for Restaurants",directonlineorderingsystemadvantagesforr,restaurant,austin,,
"Pre",pre,restaurant,austin,,
"Assistance and Resource Guide for Restaurants",assistanceandresourceguideforrestaurants,restaurant,austin,,
"Looking For Delivery Fulfillment For Your Restaurant?",lookingfordeliveryfulfillmentforyourrest,deli,austin,,
"In-N-Out Burger",innout,burgers,austin,,
"Hat Creek Burger",hatcreek,burgers,austin,,
"Thai Kitchen",thaikitchen,thai,austin,,
"Ramen Tatsu-Ya",ramentatsuya,japanese,austin,,
"Suerte",suerte,restaurant,austin,,
"Veracruz All Natural",veracruz,restaurant,austin,,
"Flyrite Chicken",flyrite,chicken,austin,,
"Franklin Barbecue",franklin,bbq,austin,,
"Terry Blacks BBQ",terryblacks,bbq,austin,,
"Pinthouse Pizza",pinthouse,pizza,austin,,
"Favor",favor,restaurant,austin,,
"Halal Bros",halalbros,restaurant,austin,,
"Tso Chinese Delivery",tso,chinese,austin,,
"Wasota African Cuisine",wasota,african,austin,,
"El Pollo Regio",elpolloregio,restaurant,austin,,
"Pueblo Viejo",puebloviejo,restaurant,austin,,
"Pho Saigon",phosaigon,vietnamese,austin,,
"Sap\\",sapsfinethai,restaurant,austin,,
"Bouldin Creek Cafe",bouldincreek,cafe,austin,,
"Counter Cafe",countercafe,cafe,austin,,
"Grizzeldas",grizzeldas,restaurant,austin,,
"Kerlin BBQ",kerlinbbq,bbq,austin,,
"Interstellar BBQ",interstellarbbq,bbq,austin,,
"Lucky Robot",luckyrobot,restaurant,austin,,
"Aba",aba,restaurant,austin,,
"Ampersea",ampersea,restaurant,baltimore,,
"Charleston",charleston,restaurant,baltimore,,
"Mera Kitchen Collective",merakitchencollective,restaurant,baltimore,,
"Tavern at Woodberry Kitchen",tavernatwoodberrykitchen,restaurant,baltimore,,
"Copper Shark",coppershark,restaurant,baltimore,,
"Ammoora",ammoora,restaurant,baltimore,,
"Rusty Scupper Restaurant & Bar",rustyscupperrestaurantbar,restaurant,baltimore,,
"The Point In Fells",thepointinfells,restaurant,baltimore,,
"Blue Moon Cafe",bluemooncafe,cafe,baltimore,,
"Thames Street Oyster House",thamesstreetoysterhouse,seafood,baltimore,,
"Barcocina",barcocina,restaurant,baltimore,,
"Twist fells point",twistfellspoint,restaurant,baltimore,,
"Tre Fratelli Italian Ristorante",trefratelliitalianristorante,italian,baltimore,,
"Sobo Kitchen & Bar",sobokitchenbar,restaurant,baltimore,,
"Union Hill Kitchen & Craft Bar",unionhillkitchencraftbar,restaurant,baltimore,,
"The Outpost American Tavern",theoutpostamericantavern,restaurant,baltimore,,
"Blue Moon Too",bluemoontoo,restaurant,baltimore,,
"Riverside Taphouse",riversidetaphouse,vietnamese,baltimore,,
"Baltimore Seafood",baltimoreseafood,seafood,baltimore,,
"L.P. Steamers",lpsteamers,tea,baltimore,,
"Phillips Seafood",phillipsseafood,seafood,baltimore,,
"Everybody Loves Brunch",everybodylovesbrunch,breakfast,baltimore,,
"of Love & Regret",ofloveregret,restaurant,baltimore,,
"Gunther & Co.",guntherco,restaurant,baltimore,,
"The Chasseur",thechasseur,restaurant,baltimore,,
"Love Pomelo",lovepomelo,restaurant,baltimore,,
"Annabel Lee Tavern",annabelleetavern,restaurant,baltimore,,
"The Dive",thedive,restaurant,baltimore,,
"True Food Market",truefoodmarket,restaurant,baltimore,,
"Direct Online Ordering System Advantages for Restaurants",directonlineorderingsystemadvantagesforr,restaurant,baltimore,,
"How Restaurants Can Start In-House Delivery",howrestaurantscanstartin-housedelivery,deli,baltimore,,
"Pre",pre,restaurant,baltimore,,
"The Salty Pig",thesaltypig,restaurant,boston,,
"Beehive Restaurant",beehiverestaurant,restaurant,boston,,
"Legal Sea Foods - Harborside",legalseafoods-harborside,restaurant,boston,,
"Ostra",ostra,restaurant,boston,,
"Union Oyster House",unionoysterhouse,seafood,boston,,
"Wusong Tiki Bar",wusongtikibar,restaurant,boston,,
"Prezza",prezza,restaurant,boston,,
"Limoncello",limoncello,restaurant,boston,,
"Bricco",bricco,restaurant,boston,,
"Caroline",caroline,restaurant,boston,,
"Magnolia Cafe",magnoliacafe,cafe,boston,,
"Josephine House",josephinehouse,restaurant,boston,,
"Day Maker Half Day Cafe",daymakerhalfdaycafe,cafe,boston,,
"South End Buttery",southendbuttery,restaurant,boston,,
"The Elephant Walk South End",theelephantwalksouthend,restaurant,boston,,
"The Shawmut Inn",theshawmutinn,restaurant,boston,,
"Barcelona Wine Bar",barcelonawinebar,restaurant,boston,,
"The Stockyard Restaurant",thestockyardrestaurant,restaurant,boston,,
"Brighton Bodega",brightonbodega,restaurant,boston,,
"Tasca Restaurant",tascarestaurant,restaurant,boston,,
"Kaju Korean Cuisine — Allston",kajukoreancuisineallston,korean,boston,,
"Qiao Lin Hotpot",qiao-lin-hotpot,restaurant,boston,,
"Seoul Soulongtang",seoulsoulongtang,restaurant,boston,,
"Bonchon Allston",bonchonallston,restaurant,boston,,
"Myers+Chang",myerschang,restaurant,boston,,
"Fuchun Ju",fuchunju,restaurant,boston,,
"Wa Shin",washin,restaurant,boston,,
"JiangNan Boston",jiangnanboston,restaurant,boston,,
"Yunnan Kitchen",yunnankitchen,restaurant,boston,,
"Sarma Restaurant",sarmarestaurant,restaurant,boston,,
"Premiere on Broadway",premiereonbroadway,restaurant,boston,,
"Field & Vine",fieldvine,restaurant,boston,,
"Foundry On Elm",foundryonelm,restaurant,boston,,
"Earls Kitchen + Bar",earlskitchenbar,restaurant,boston,,
"june bug restaurant",junebugrestaurant,restaurant,boston,,
"Petit Robert Bistro",petitrobertbistro,restaurant,boston,,
"Cafe Weekend",cafeweekend,cafe,boston,,
"In House Cafe",inhousecafe,cafe,boston,,
"Shabu-Zen",shabu-zen,restaurant,boston,,
"Thonglor",thonglor,restaurant,boston,,
"Spring Shabu-Shabu",springshabu-shabu,restaurant,boston,,
"Somenya Boston",somenyaboston,restaurant,boston,,
"Fenway Grill & Bar",fenwaygrillbar,restaurant,boston,,
"Audubon",audubon,restaurant,boston,,
"Time Out Market Boston",timeoutmarketboston,restaurant,boston,,
"Eventide Fenway",eventidefenway,restaurant,boston,,
"Sweet Cheeks Q",sweetcheeksq,restaurant,boston,,
"Shy Bird - Fenway",shybird-fenway,restaurant,boston,,
"Yard House",yardhouse,restaurant,boston,,
"Hojoko",hojoko,restaurant,boston,,
"Bleacher Bar",bleacherbar,restaurant,boston,,
"Eastern Standard Kitchen and Drinks",easternstandardkitchenanddrinks,restaurant,boston,,
"Josephine",josephine,restaurant,boston,,
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,boston,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,boston,,
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,boston,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,boston,,
"Boston Fish Supreme",bostonfishsupreme,seafood,boston,,
"Mai Thai restaurant - Orange, CT 06477 (Menu & Order Online)",maithairestaurant-orangect06477menuorder,thai,boston,,
"Boston Market",bostonmarket,restaurant,boston,,
"Wahlburgers",wahlburgers,burgers,boston,,
"Boston News Cafe",bostonnewscafe,cafe,boston,,
"Seafood Restaurant in Boston & Cambridge MA",seafoodrestaurantinbostoncambridgema,seafood,boston,,
"Piattini",piattini,restaurant,boston,,
"China Pearl Restaurants",chinapearlrestaurants,restaurant,boston,,
"27 Subject Line Ideas for Your Restaurant Emails",27subjectlineideasforyourrestaurantemail,deli,boston,,
"Reunion",reunion,restaurant,boston,,
"The Fig Tree Restaurant",thefigtreerestaurant,restaurant,charlotte,,
"Coquette",coquette,restaurant,charlotte,,
"Fahrenheit Charlotte",fahrenheitcharlotte,restaurant,charlotte,,
"RH Rooftop Restaurant at RH Charlotte",rhrooftoprestaurantatrhcharlotte,restaurant,charlotte,,
"Supperland",supperland,restaurant,charlotte,,
"Haberdish",haberdish,restaurant,charlotte,,
"Oh My Soul",ohmysoul,restaurant,charlotte,,
"The Ugly",theugly,restaurant,charlotte,,
"Artisan’s Palate",artisanspalate,restaurant,charlotte,,
"Ever Andalo",everandalo,restaurant,charlotte,,
"Culinary Dropout",culinarydropout,restaurant,charlotte,,
"Sixty Vines",sixtyvines,restaurant,charlotte,,
"Chapter 6",chapter6,restaurant,charlotte,,
"North Italia",northitalia,restaurant,charlotte,,
"PARA Charlotte",paracharlotte,restaurant,charlotte,,
"South End Eats",southendeats,restaurant,charlotte,,
"Lexington Barbecue",lexingtonbarbecue,bbq,charlotte,,
"The Workman’s Friend",theworkmansfriend,restaurant,charlotte,,
"DTR Plaza Midwood",dtrplazamidwood,restaurant,charlotte,,
"Painted Rooster",paintedrooster,restaurant,charlotte,,
"Mezzo Market",mezzomarket,restaurant,charlotte,,
"Que Onda - Plaza Midwood",queonda-plazamidwood,restaurant,charlotte,,
"Ruby Sunshine",rubysunshine,restaurant,charlotte,,
"Cafe Monte French Bakery and Bistro",cafemontefrenchbakeryandbistro,cafe,charlotte,,
"Home - Joa Korean Food - Korean Restaurant in NC",home-joakoreanfood-koreanrestaurantinnc,korean,charlotte,,
"The Corner Pub – Uptown Charlotte Bar & Restaurant",thecornerpubuptowncharlottebarrestaurant,restaurant,charlotte,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,charlotte,,
"Is restaurant membership just a fad or here to stay?",isrestaurantmembershipjustafadorheretost,restaurant,charlotte,,
"Restaurant analytics: How to collect (and use) guest data",restaurantanalyticshowtocollectandusegue,restaurant,charlotte,,
"How to create (and use) a restaurant email list",howtocreateandusearestaurantemaillist,restaurant,charlotte,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,charlotte,,
"The ultimate guide to restaurant branding",theultimateguidetorestaurantbranding,restaurant,charlotte,,
"Home - BINKI CAFE CHARLOTTE",home-binkicafecharlotte,cafe,charlotte,,
"The Crab Cracker - Charlotte, NC 28213 (Menu & Order Online)",thecrabcracker-charlottenc28213menuorder,seafood,charlotte,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,charlotte,,
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,charlotte,,
"Sushi Machi",sushimachi,japanese,charlotte,,
"La Belle Helene",labellehelene,restaurant,charlotte,,
"LUMIÈRE",lumire,restaurant,charlotte,,
"Take Online Orders Through Facebook & Instagram",takeonlineordersthroughfacebookinstagram,restaurant,charlotte,,
"Girl & The Goat",girlthegoat,restaurant,chicago,,
"River Roast",riverroast,cafe,chicago,,
"The Dearborn",thedearborn,restaurant,chicago,,
"The Purple Pig Restaurant",thepurplepigrestaurant,restaurant,chicago,,
"Elephant & Castle",elephantcastle,restaurant,chicago,,
"Carnivale Chicago",carnivalechicago,restaurant,chicago,,
"Beatnik On The River",beatnikontheriver,restaurant,chicago,,
"Quartino Ristorante",quartinoristorante,italian,chicago,,
"Pizzeria Portofino",pizzeriaportofino,pizza,chicago,,
"Spacca Napoli Pizzeria",spaccanapolipizzeria,pizza,chicago,,
"Elia Chicago",eliachicago,restaurant,chicago,,
"Ina Mae",inamae,restaurant,chicago,,
"Amaru",amaru,restaurant,chicago,,
"Piece Pizzeria and Brewery",piecepizzeriaandbrewery,pizza,chicago,,
"Cafe Robey",caferobey,cafe,chicago,,
"Summer House Santa Monica",summerhousesantamonica,restaurant,chicago,,
"Boka",boka,restaurant,chicago,,
"Blue Door Farm Stand",bluedoorfarmstand,restaurant,chicago,,
"North Pond",northpond,restaurant,chicago,,
"Mon Ami Gabi",monamigabi,restaurant,chicago,,
"Armitage Alehouse",armitagealehouse,restaurant,chicago,,
"Willow Room",willowroom,restaurant,chicago,,
"Aba",aba,restaurant,chicago,,
"Caroline",caroline,restaurant,chicago,,
"Two Hands",twohands,restaurant,chicago,,
"Magnolia Cafe",magnoliacafe,cafe,chicago,,
"Josephine House",josephinehouse,restaurant,chicago,,
"Day Maker Half Day Cafe",daymakerhalfdaycafe,cafe,chicago,,
"Café No Sé",cafnos,cafe,chicago,,
"Costera Cocina Tulum",costera-cocina-tulum,restaurant,chicago,,
"Mercadito",mercadito,restaurant,chicago,,
"Casa Tulum",casatulum,restaurant,chicago,,
"Momento Cantina",momentocantina,restaurant,chicago,,
"Matilda Restaurant",matildarestaurant,restaurant,chicago,,
"La Luna",laluna,restaurant,chicago,,
"Green Street Smoked Meats",greenstreetsmokedmeats,bbq,chicago,,
"Smoque BBQ",smoquebbq,bbq,chicago,,
"Bub City",bubcity,restaurant,chicago,,
"Chubby Cattle BBQ | Chicago",chubbycattlebbqchicago,bbq,chicago,,
"Offset BBQ",offsetbbq,bbq,chicago,,
"Chicago Q",chicagoq,restaurant,chicago,,
"Union",union,restaurant,chicago,,
"Fuego Logan Square",fuegologansquare,restaurant,chicago,,
"Scofflaw",scofflaw,restaurant,chicago,,
"Gretel",gretel,restaurant,chicago,,
"Daisies",daisies,restaurant,chicago,,
"Table, Donkey and Stick",tabledonkeyandstick,restaurant,chicago,,
"The Duplex",theduplex,restaurant,chicago,,
"Lula Cafe",lulacafe,cafe,chicago,,
"The Whale",thewhale,restaurant,chicago,,
"Longman & Eagle",longmaneagle,restaurant,chicago,,
"RAMEN-SAN",ramen-san,japanese,chicago,,
"RPM Seafood",rpmseafood,seafood,chicago,,
"Obélix",oblix,restaurant,chicago,,
"The Izakaya",theizakaya,japanese,chicago,,
"The Oakville Grill & Cellar",theoakvillegrillcellar,restaurant,chicago,,
"Monteverde Restaurant & Pastificio",monteverderestaurantpastificio,restaurant,chicago,,
"The Publican",thepublican,restaurant,chicago,,
"The VIG West Loop",thevigwestloop,restaurant,chicago,,
"Duck Duck Goat",duckduckgoat,restaurant,chicago,,
"La Serre",laserre,restaurant,chicago,,
"Rubi’s Tacos",rubistacos,mexican,chicago,,
"La Vaca Margarita Bar",lavacamargaritabar,restaurant,chicago,,
"Ramen Wasabi - Logan Square",ramenwasabi-logansquare,japanese,chicago,,
"High Five Ramen",highfiveramen,japanese,chicago,,
"Birdman Ramen",birdmanramen,japanese,chicago,,
"CHICAGO RAMEN",chicagoramen,japanese,chicago,,
"Kyuramen x TBaar - Downtown Chicago",kyuramenxtbaar-downtownchicago,japanese,chicago,,
"MIKAMI IZAKAYA & RAMEN",mikamiizakayaramen,japanese,chicago,,
"Ramen-San Lincoln Park",ramen-sanlincolnpark,japanese,chicago,,
"RAMEN-SAN Deluxe",ramen-sandeluxe,japanese,chicago,,
"India House Restaurant Chicago",indiahouserestaurantchicago,restaurant,chicago,,
"Indian Garden Restaurant",indiangardenrestaurant,indian,chicago,,
"Maharaj Indian Grill",maharajindiangrill,indian,chicago,,
"Chicago Curry House - Indian - Nepali Cuisine.",chicagocurryhouse-indian-nepalicuisine,indian,chicago,,
"Indienne",indienne,restaurant,chicago,,
"Bar Goa",bargoa,restaurant,chicago,,
"Mild 2 Spicy – Modern Indian Restaurant",mild2spicymodernindianrestaurant,indian,chicago,,
"ROOP Chicago Innovative Indian Restaurant & Cocktail Bar",roopchicagoinnovativeindianrestaurantcoc,indian,chicago,,
"Basant Modern Indian Restaurant",basantmodernindianrestaurant,indian,chicago,,
"Siri Indian Restaurant",siriindianrestaurant,indian,chicago,,
"Crying Tiger",cryingtiger,restaurant,chicago,,
"Madame Puffs and Thai Bistro",madamepuffsandthaibistro,thai,chicago,,
"Oliang",oliang,restaurant,chicago,,
"Busaba Garden Thai Cuisine",busabagardenthaicuisine,thai,chicago,,
"Ghin Khao Eat Rice",ghinkhaoeatrice,restaurant,chicago,,
"Immm Rice & Beyond",immmricebeyond,restaurant,chicago,,
"Tuk Tuk Thai Isan Street Food",tuktukthaiisanstreetfood,thai,chicago,,
"Curry Blah Blah",curryblahblah,indian,chicago,,
"Mahanakhon Thai & Noodle Bar",mahanakhonthainoodlebar,thai,chicago,,
"Little Goat Diner",littlegoatdiner,restaurant,chicago,,
"The Lakefront Restaurant at Theater on the Lake",thelakefrontrestaurantattheateronthelake,restaurant,chicago,,
"UncommonGround - Lakeview",uncommonground-lakeview,restaurant,chicago,,
"Coda di Volpe",codadivolpe,restaurant,chicago,,
"Old Crow Smokehouse",oldcrowsmokehouse,bbq,chicago,,
"ROCKS lakeview",rockslakeview,restaurant,chicago,,
"MingHin Cuisine",minghincuisine,restaurant,chicago,,
"Qing Xiang Yuan Dumplings",qingxiangyuandumplings,chinese,chicago,,
"Bigsuda",bigsuda,restaurant,chicago,,
"Triple Crown Restaurant",triplecrownrestaurant,restaurant,chicago,,
"Phoenix Restaurant",phoenixrestaurant,vietnamese,chicago,,
"Dolo Restaurant and Bar",dolorestaurantandbar,restaurant,chicago,,
"Union Dumpling House",uniondumplinghouse,chinese,chicago,,
"MingHin Cuisine - Lakeshore East",minghincuisine-lakeshoreeast,restaurant,chicago,,
"Minghin Cuisine - Streeterville",minghincuisine-streeterville,restaurant,chicago,,
"Logan 11 Bar & Kitchen",logan11barkitchen,restaurant,chicago,,
"Kitchen + Kocktails By Kevin Kelley",kitchen-kocktails-by-kevin-kelley,restaurant,chicago,,
"Bar Siena",barsiena,restaurant,chicago,,
"Pilsen Yards",pilsenyards,restaurant,chicago,,
"QuesaBirria Jalisco Tacos",quesabirriajaliscotacos,mexican,chicago,,
"Pleasant House Pub",pleasanthousepub,restaurant,chicago,,
"5 Rabanitos Restaurante & Taqueria",5rabanitosrestaurantetaqueria,mexican,chicago,,
"Cantón Regio",cantnregio,restaurant,chicago,,
"La Esperanza Restaurant Pilsen",laesperanzarestaurantpilsen,restaurant,chicago,,
"Taqueria Los Comales Pilsen",taquerialoscomalespilsen,mexican,chicago,,
"La Mejikana",lamejikana,restaurant,chicago,,
"Gyuro Ramen",gyuroramen,japanese,chicago,,
"RAMEN-SAN Whisky Bar",ramen-sanwhiskybar,japanese,chicago,,
"Eggholic - Indian Street Food",eggholic-indianstreetfood,indian,chicago,,
"Nepal House (South Loop)",nepalhousesouthloop,restaurant,chicago,,
"Siam Thai Eatery Chicago",siamthaieaterychicago,thai,chicago,,
"Ezankaya",ezankaya,restaurant,chicago,,
"Neko Sushi&Thai",nekosushithai,japanese,chicago,,
"Wilde Irish Bar & Restaurant",wildeirishbarrestaurant,restaurant,chicago,,
"5 ways to ramp up your restaurant online ordering system",5waystorampupyourrestaurantonlineorderin,restaurant,chicago,,
"4 tech-focused tips to fight rising restaurant costs",4tech-focusedtipstofightrisingrestaurant,restaurant,chicago,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,chicago,,
"Blue Bayou – New Orleans–inspired sports bar in Chicago",bluebayouneworleansinspiredsportsbarinch,restaurant,chicago,,
"Why every restaurant needs an interactive menu",whyeveryrestaurantneedsaninteractivemenu,restaurant,chicago,,
"Virtual restaurants need these 6 digital tools",virtualrestaurantsneedthese6digitaltools,restaurant,chicago,,
"Restaurant analytics: How to collect (and use) guest data",restaurantanalyticshowtocollectandusegue,restaurant,chicago,,
"Restaurant menu ideas: 9 of the best menus to inspire you",restaurantmenuideas9ofthebestmenustoinsp,restaurant,chicago,,
"Jibaritos - Chicago, IL 60634 (Menu & Order Online)",jibaritos-chicagoil60634menuorderonline,restaurant,chicago,,
"Bulerias Tapas Bar - Chicago, IL 60647 (Menu & Order Online)",buleriastapasbar-chicagoil60647menuorder,restaurant,chicago,,
"Bliss Resto - Chicago, IL 60613 (Menu & Order Online)",blissresto-chicagoil60613menuorderonline,restaurant,chicago,,
"Home - [inactive] Southside Chicago BBQ",home-inactivesouthsidechicagobbq,bbq,chicago,,
"Home - Jerez Restaurant",home-jerezrestaurant,restaurant,chicago,,
"Home - Taste of Chicago 2",home-tasteofchicago2,restaurant,chicago,,
"Mandala Cafe - CHICAGO, IL 60608 (Menu & Order Online)",mandalacafe-chicagoil60608menuorderonlin,cafe,chicago,,
"Jin Thai Cuisine - Chicago, IL 60640 (Menu & Order Online)",jinthaicuisine-chicagoil60640menuorderon,thai,chicago,,
"Home - Taste of ChiTown",home-tasteofchitown,restaurant,chicago,,
"POCKETS - CHICAGO, IL 60645 (Menu & Order Online)",pockets-chicagoil60645menuorderonline,restaurant,chicago,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,chicago,,
"Restaurant Marketing Blog",restaurantmarketingblog,restaurant,chicago,,
"Owner.com",ownercom,restaurant,chicago,,
"Old Chicago Catering",oldchicagocatering,restaurant,chicago,,
"Chicago Restaurant Week 2025 DINNER MENU",chicagorestaurantweek2025dinnermenu,restaurant,chicago,,
"Chicago Restaurant Week Menu 2026",chicagorestaurantweekmenu2026,restaurant,chicago,,
"Butcher & Rose",butcherrose,restaurant,columbus,,
"Forno Kitchen + Bar",fornokitchenbar,restaurant,columbus,,
"Agni",agni,restaurant,columbus,,
"The Refectory Restaurant",therefectoryrestaurant,restaurant,columbus,,
"Elevator Brewery & Draught Haus",elevatorbrewerydraughthaus,cafe,columbus,,
"Valters at the Maennerchor",valtersatthemaennerchor,restaurant,columbus,,
"South Village Grille",southvillagegrille,restaurant,columbus,,
"Cento",cento,restaurant,columbus,,
"The Thurman Cafe",thethurmancafe,cafe,columbus,,
"Hofbräuhaus Columbus",hofbruhauscolumbus,restaurant,columbus,,
"HangOverEasy",hangovereasy,restaurant,columbus,,
"Virtual restaurants need these 6 digital tools",virtualrestaurantsneedthese6digitaltools,restaurant,columbus,,
"How to set up online food ordering in an afternoon",howtosetuponlinefoodorderinginanafternoo,restaurant,columbus,,
"How to build emails for restaurants",howtobuildemailsforrestaurants,restaurant,columbus,,
"Restaurant analytics: How to collect (and use) guest data",restaurantanalyticshowtocollectandusegue,restaurant,columbus,,
"Home - Cinnamon Indian Grill",home-cinnamonindiangrill,indian,columbus,,
"Online Ordering and Restaurant Marketing System",onlineorderingandrestaurantmarketingsyst,restaurant,columbus,,
"Dragonfly",dragonfly,restaurant,dallas,,
"The Woolworth",thewoolworth,restaurant,dallas,,
"The Hampton Social",the-hampton-social,restaurant,dallas,,
"The Henry",thehenry,restaurant,dallas,,
"Monarch Restaurant",monarchrestaurant,restaurant,dallas,,
"Written by the Seasons",writtenbytheseasons,restaurant,dallas,,
"3Eleven Kitchen and Cocktails",3elevenkitchenandcocktails,restaurant,dallas,,
"La Stella Cucina Verace",lastellacucinaverace,restaurant,dallas,,
"MIRADOR",mirador,restaurant,dallas,,
"Hawkers Asian Street Food",hawkersasianstreetfood,restaurant,dallas,,
"Brick & Bones",brickbones,restaurant,dallas,,
"Angry Dog",angrydog,restaurant,dallas,,
"Vidorra",vidorra,restaurant,dallas,,
"Nowhere Deep Ellum",nowheredeepellum,restaurant,dallas,,
"Pecan Lodge",pecanlodge,restaurant,dallas,,
"Ruins",ruins,restaurant,dallas,,
"Sixty Vines",sixtyvines,restaurant,dallas,,
"Haywire",haywire,restaurant,dallas,,
"The Rustic",therustic,restaurant,dallas,,
